价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
6830,44,23889-A,1室1卫,3/6层,西城区,积水潭,新明胡同,"地铁：距2号线,19号线积水潭站1300米"
1550,10,24492-C,3室1卫,2/5层,顺义区,石门,西辛北区,地铁：距15号线石门站1100米
3130,9,22783-A,2室1卫,5/5层,朝阳区,芍药居,芍药居甲2号院,"地铁：距10号线,13号线芍药居站500米"
1320,9,33156-B,3室1卫,11/17层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
2080,13,34663-B,5室1卫,3/4层,大兴区,旧宫,宣颐家园,地铁：距亦庄线旧宫站850米
2070,12,40378-B,4室1卫,5/6层,朝阳区,双桥,建东苑,地铁：距八通线双桥站950米
1350,15,43694-C,5室3卫,5/6层,房山区,苏庄,蓝光星华海悦城,地铁：距房山线苏庄站650米
1390,15,43694-E,5室3卫,5/6层,房山区,苏庄,蓝光星华海悦城,地铁：距房山线苏庄站650米
2510,12,48230-C,3室1卫,1/6层,朝阳区,黄渠,常营民族家园三期,地铁：距6号线黄渠站200米
2260,14,57364-C,4室1卫,3/13层,大兴区,亦庄桥,莱茵河畔,地铁：距亦庄线亦庄桥站800米
2560,15,6211-C,6室1卫,3/11层,丰台区,石榴庄,彩虹城三区,地铁：距10号线石榴庄站950米
2610,10,7677-A,2室1卫,9/18层,朝阳区,褡裢坡,泰福苑一区,地铁：距6号线褡裢坡站500米
2770,13,75797-B,5室1卫,25/33层,朝阳区,四惠,都会华庭,"地铁：距1号线,八通线四惠站750米"
2860,9,61702-B,2室1卫,3/5层,朝阳区,双井,垂杨柳北里,"地铁：距7号线,10号线双井站400米"
1550,10,119112-B,3室1卫,7/11层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米
1660,13,124121-A,3室1卫,4/6层,通州区,梨园,艺苑西里,地铁：距八通线梨园站1200米
1460,9,125255-B,4室1卫,16/20层,房山区,长阳,长阳国际城,地铁：距房山线长阳站800米
2040,16,132338-A,2室1卫,4/5层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米
2100,9,137664-B,2室1卫,3/5层,石景山区,古城,古城特钢楼,地铁：距1号线古城站1150米
2620,14,1251-C,3室1卫,26/26层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
4540,64,142611-A,2室1卫,1/6层,通州区,北运河西,上园200号院,地铁：距6号线北运河西站550米
1660,8,143115-A,2室1卫,7/14层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1640,12,146139-C,3室1卫,5/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
2000,7,1827-B,4室1卫,4/17层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
3030,17,19104-B,2室1卫,5/5层,东城区,天坛东门,天坛东里中区,地铁：距5号线天坛东门站700米
2180,12,30301-A,3室1卫,6/7层,朝阳区,高碑店,南太平庄北巷,地铁：距八通线高碑店站1100米
2290,12,268-C,7室4卫,5/6层,昌平区,天通苑南,天通苑四区,地铁：距5号线天通苑南站1050米
2240,10,32730-C,4室1卫,22/28层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米
3040,14,32972-B,2室1卫,4/5层,朝阳区,四惠,百子湾3号楼,"地铁：距6号线,17号线东大桥站4150米"
3010,8,3710-B,3室1卫,15/21层,朝阳区,安立路,慧忠北里,地铁：距15号线安立路站250米
3540,19,43256-D,4室1卫,15/24层,朝阳区,双井,广渠门外大街6号院,"地铁：距7号线,10号线双井站300米"
2380,12,48159-A,3室1卫,22/22层,海淀区,五棵松,西翠芳庭,地铁：距1号线五棵松站1750米
2120,11,4720-C,3室1卫,3/6层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米
2360,11,4891-C,3室1卫,10/18层,朝阳区,星火,姚家园东里8号院,"地铁：距3号线,20号线星火站800米"
2710,9,71996-A,2室1卫,5/6层,海淀区,海淀五路居,永金里小区,地铁：距6号线海淀五路居站1300米
2800,18,75765-A,3室1卫,4/6层,石景山区,八宝山,鲁谷74号院,地铁：距1号线八宝山站800米
2270,15,8048-C,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2040,6,8085-A,4室1卫,1/17层,朝阳区,立水桥南,溪城家园一号院,地铁：距5号线立水桥南站1100米
2280,9,8085-B,4室1卫,1/17层,朝阳区,立水桥南,溪城家园一号院,地铁：距5号线立水桥南站1100米
1910,9,8010-A,4室1卫,1/18层,通州区,次渠南,次渠锦园北区,地铁：距亦庄线次渠南站350米
2630,11,9085-C,3室1卫,8/16层,丰台区,公益西桥,枫竹苑二区,地铁：距4号线大兴线公益西桥站350米
1620,8,130872-B,2室1卫,3/6层,通州区,北运河西,玉桥北里,地铁：距6号线北运河西站1250米
3480,16,136082-B,2室1卫,4/6层,朝阳区,红庙,延静里中街,"地铁：距6号线,14号线东段金台路站800米"
2380,8,141783-C,4室1卫,6/30层,朝阳区,十里堡,晨光家园,地铁：距6号线十里堡站550米
8620,84,148526-A,2室1卫,12/28层,朝阳区,百子湾,石门新居,地铁：距7号线百子湾站250米
1430,10,18037-A,3室1卫,6/24层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米
1590,8,20030-B,3室1卫,8/22层,通州区,万盛西,大方居,地铁：距7号线万盛西站1350米
2480,16,23548-A,3室1卫,5/5层,朝阳区,黄渠,常营民族家园三期,地铁：距6号线黄渠站200米
1500,11,26998-A,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
1890,15,32226-B,4室1卫,3/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米
2060,10,49155-B,2室1卫,6/16层,石景山区,金安桥,模式口西里,"地铁：距1号线,6号线苹果园站2200米"
5690,54,48463-A,1室1卫,8/18层,丰台区,宋家庄,政馨园一区,"地铁：距5号线,10号线,亦庄线宋家庄站400米"
1990,9,54226-A,3室1卫,5/6层,石景山区,古城,首钢古城西路,地铁：距1号线古城站950米
2210,12,58034-A,4室1卫,1/6层,大兴区,亦庄文化园,新康家园,地铁：距亦庄线亦庄文化园站750米
1630,8,68067-E,6室2卫,22/27层,大兴区,天宫院,保利春天里一区,地铁：距4号线大兴线天宫院站250米
2990,13,78947-A,3室1卫,4/18层,海淀区,永泰庄,海清园,地铁：距8号线永泰庄站1200米
3070,15,8147-A,3室1卫,22/23层,朝阳区,立水桥,北京北,"地铁：距13号线,5号线立水桥站500米"
2060,12,8010-D,4室1卫,1/18层,通州区,次渠南,次渠锦园北区,地铁：距亦庄线次渠南站350米
2470,9,8210-C,3室1卫,3/18层,丰台区,公益西桥,星河苑2号院,地铁：距4号线大兴线公益西桥站200米
6080,45,124085-A,1室1卫,4/6层,东城区,和平里北街,和平里五区,地铁：距5号线和平里北街站400米
1740,11,11123-A,4室1卫,6/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
1930,8,132975-A,3室1卫,3/15层,石景山区,苹果园,西山奥园,"地铁：距1号线,6号线苹果园站1150米"
4910,52,141263-A,1室1卫,2/9层,大兴区,亦庄文化园,听涛雅苑,地铁：距亦庄线亦庄文化园站950米
2580,13,141332-B,4室1卫,4/6层,丰台区,角门东,怡然家园5号院,地铁：距10号线角门东站400米
1840,14,149246-A,2室1卫,11/11层,通州区,通州北关,苏坨新村,地铁：距6号线通州北关站2800米
8520,91,151243-A,2室1卫,28/28层,朝阳区,百子湾,石门新居,地铁：距7号线百子湾站250米
3410,17,30485-B,2室1卫,2/6层,朝阳区,十里堡,十里堡东里,地铁：距6号线十里堡站700米
2400,18,29026-B,2室0卫,1/14层,通州区,高楼金,DBC加州小镇C区,地铁：距7号线高楼金站200米
2360,10,37972-A,2室1卫,2/5层,石景山区,古城,古城北路,地铁：距1号线古城站1150米
2100,13,43454-B,4室1卫,2/6层,通州区,北神树,小康东里,地铁：距亦庄线万源街站2700米
1450,15,47235-E,5室1卫,11/15层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米
3890,38,55706-A,1室1卫,10/12层,大兴区,旧宫,亦庄北岸,地铁：距亦庄线旧宫站1050米
1860,13,58006-B,4室1卫,2/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
1700,11,76947-C,3室1卫,2/6层,通州区,土桥,欣桥家园,地铁：距八通线土桥站1150米
3250,14,78947-B,3室1卫,4/18层,海淀区,永泰庄,海清园,地铁：距8号线永泰庄站1200米
2790,10,7069-B,4室1卫,15/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
2860,20,7538-B,6室1卫,5/6层,昌平区,霍营,龙跃苑三区,"地铁：距8号线,13号线霍营站800米"
3990,18,116956-A,2室1卫,2/5层,朝阳区,团结湖,农展南里,"地铁：距3号线,10号线团结湖站250米"
1800,11,122327-A,3室1卫,4/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
2650,16,124026-C,3室1卫,4/6层,丰台区,首经贸,枫泽园,"地铁：距10号线,房山线首经贸站650米"
2410,17,126087-A,2室1卫,5/6层,石景山区,八宝山,八宝山南路29号院,地铁：距1号线八宝山站2000米
5960,94,129783-A,2室1卫,1/7层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米
3390,15,134176-A,3室1卫,21/28层,朝阳区,望京,南湖东园一区,"地铁：距14号线东段,15号线望京站550米"
2530,12,134681-B,3室1卫,21/27层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
2820,16,1310-C,4室1卫,1/17层,朝阳区,成寿寺,金第润苑,地铁：距10号线成寿寺站600米
1680,13,15044-B,3室1卫,2/21层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
2140,14,185-D,4室2卫,2/27层,朝阳区,管庄,京通苑阳光华苑,地铁：距八通线管庄站500米
3270,17,19751-A,2室1卫,8/18层,朝阳区,潘家园,华威西里,地铁：距10号线潘家园站650米
2030,8,2056-C,3室1卫,5/13层,丰台区,新宫,德鑫嘉园三期,"地铁：距4号线大兴线,19号线新宫站850米"
2070,9,302-A,3室1卫,9/9层,朝阳区,黄渠,汇鸿家园,地铁：距6号线黄渠站900米
2400,12,416-A,3室1卫,1/12层,昌平区,天通苑,天通苑北二区,地铁：距5号线天通苑站1000米
1670,9,43400-D,4室1卫,13/22层,通州区,北运河西,百合湾,地铁：距6号线北运河西站1100米
3050,9,44293-B,3室1卫,2/18层,朝阳区,大望路,光辉里,"地铁：距1号线,14号线东段大望路站50米"
2510,13,44046-C,3室1卫,5/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
2870,12,51492-B,2室1卫,19/22层,朝阳区,四惠东,甘露园南里一区,地铁：距6号线青年路站950米
1740,12,55800-A,4室1卫,5/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米
2650,10,69613-A,3室1卫,20/24层,西城区,达官营,常青藤嘉园,"地铁：距7号线,16号线达官营站1100米"
2750,11,66128-D,4室1卫,20/24层,西城区,广安门内,立恒名苑,地铁：距7号线广安门内站1100米
2100,10,117232-D,4室1卫,15/27层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米
2130,18,125133-A,2室1卫,15/16层,大兴区,瀛海,永旭嘉园,地铁：距8号线南段瀛海站1200米
1920,17,131397-A,3室1卫,3/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
3250,15,127415-B,2室1卫,4/20层,丰台区,刘家窑,芳群园三区,地铁：距5号线刘家窑站400米
4500,23,142656-A,4室1卫,6/18层,朝阳区,四惠,爱这城二期,"地铁：距1号线,八通线四惠站900米"
1770,15,156528-A,4室1卫,1/6层,通州区,物资学院路,永顺西里,地铁：距6号线物资学院路站1150米
,,,,,,,,
2700,13,20376-B,2室1卫,3/5层,东城区,陶然桥,右外东庄,地铁：距14号线东段陶然桥站500米
1780,13,19506-B,4室1卫,4/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
1640,10,25479-A,3室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
1830,9,26429-C,3室1卫,14/24层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
1920,9,35273-C,3室1卫,7/22层,朝阳区,东坝中街,北京城建福润四季,地铁：距3号线东坝中街站2800米
2290,12,43636-B,3室1卫,9/11层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米
2380,10,44049-A,3室1卫,2/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
6050,39,49181-A,1室1卫,18/20层,朝阳区,潘家园,松榆西里,地铁：距10号线潘家园站650米
2080,10,511-F,7室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"地铁：距3号线,20号线星火站350米"
6920,62,63041-A,1室1卫,9/27层,海淀区,六道口,城华园,地铁：距15号线六道口站1200米
5950,45,64847-A,1室1卫,6/10层,昌平区,龙泽,新龙城,地铁：距13号线龙泽站400米
1150,8,73788-A,3室1卫,2/14层,房山区,篱笆房,加州水郡三期,地铁：距房山线篱笆房站2200米
2470,9,74655-D,4室1卫,26/28层,昌平区,平西府,公园悦府,地铁：距8号线平西府站150米
2000,8,8234-A,4室1卫,18/28层,朝阳区,焦化厂,燕保祈东家园一期,地铁：距7号线焦化厂站450米
2330,10,114595-D,4室1卫,1/6层,丰台区,角门东,西马金润家园,地铁：距10号线角门东站700米
2210,11,120880-C,3室1卫,1/22层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米
1730,16,136596-B,3室2卫,4/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
3000,10,138179-B,2室1卫,4/6层,海淀区,永泰庄,永泰东里,地铁：距8号线永泰庄站350米
1380,6,149316-C,3室1卫,2/16层,房山区,长阳,长阳国际城,地铁：距房山线长阳站800米
7420,63,156354-A,1室1卫,8/27层,东城区,广渠门外,金桥国际,"地铁：距7号线,17号线广渠门外站650米"
3020,9,156548-A,2室1卫,4/6层,朝阳区,光熙门,和平街十三区,地铁：距13号线光熙门站700米
,,,,,,,,
1910,16,26159-A,4室2卫,6/6层,昌平区,天通苑北,名流花园,地铁：距5号线天通苑北站2500米
1710,11,27397-D,4室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米
1470,15,27900-C,4室1卫,4/9层,房山区,篱笆房,加州水郡二期,地铁：距房山线篱笆房站1900米
2220,12,34689-A,4室1卫,4/6层,朝阳区,孙河,康营小区C区,地铁：距15号线孙河站1350米
1700,10,52409-C,4室1卫,1/15层,大兴区,瀛海,瀛海家园瑞园,地铁：距8号线南段瀛海站950米
1910,13,55778-E,8室4卫,1/6层,通州区,物资学院路,8哩岛,地铁：距6号线物资学院路站800米
2500,15,58632-B,2室1卫,3/5层,丰台区,丰台南路,新华街二里,地铁：距9号线丰台南路站300米
5310,46,59757-A,1室1卫,9/18层,石景山区,八角游乐园,西引力,地铁：距1号线八角游乐园站650米
,,,,,,,,
1990,11,69100-C,5室2卫,22/24层,朝阳区,八里桥,长桥园公寓,地铁：距八通线八里桥站650米
2330,7,76935-C,5室1卫,22/27层,朝阳区,立水桥,世华泊郡,"地铁：距13号线,5号线立水桥站1050米"
2590,14,80716-A,3室1卫,14/20层,丰台区,马家堡,丰开苑,地铁：距4号线大兴线马家堡站400米
1880,11,135007-A,3室1卫,1/6层,通州区,梨园,梨花园,地铁：距八通线梨园站250米
2010,7,13103-E,5室1卫,16/29层,丰台区,科怡路,怡海花园恒泰园,地铁：距9号线科怡路站300米
1860,9,155895-A,2室1卫,17/26层,通州区,梨园,新城嘉园（通州）,地铁：距八通线梨园站550米
6600,45,20057-A,1室1卫,14/22层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米
2900,24,27965-A,3室1卫,1/6层,昌平区,龙泽,北京人家,地铁：距13号线龙泽站1500米
1680,10,31320-A,4室1卫,24/30层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
1690,13,33472-B,3室1卫,5/6层,通州区,梨园,公庄小区,地铁：距八通线梨园站1200米
1800,13,34434-B,3室1卫,17/23层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
1560,10,35570-A,3室1卫,6/6层,顺义区,石门,前进花园一区,地铁：距15号线石门站1100米
3180,15,33970-A,3室1卫,8/25层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
1680,10,48261-B,3室1卫,9/17层,昌平区,南邵,国惠村1期,地铁：距昌平线南邵站1150米
2200,13,4726-C,7室2卫,6/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
1650,8,51563-B,2室1卫,5/5层,通州区,通运门,中仓小区,地铁：距6号线通运门站250米
2710,10,52990-B,3室1卫,5/22层,朝阳区,劲松,农光里,地铁：距10号线劲松站350米
2380,9,57534-C,4室1卫,17/28层,朝阳区,北工大西门,周庄嘉园三期D区,地铁：距14号线东段北工大西门站1050米
7450,55,63281-A,1室1卫,10/10层,朝阳区,九龙山,金港国际,"地铁：距7号线,14号线东段九龙山站500米"
1790,16,68685-B,3室1卫,2/6层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
1560,12,69852-A,3室1卫,1/12层,顺义区,石门,澜西园,地铁：距15号线石门站2200米
3000,14,76824-A,2室1卫,2/5层,西城区,广安门内,鸭子桥路,地铁：距7号线广安门内站1500米
1890,12,81148-A,4室1卫,5/6层,丰台区,四环路,银地家园,地铁：距房山线四环路站1450米
2190,7,8307-B,5室2卫,3/5层,昌平区,霍营,华龙苑南里,"地铁：距8号线,13号线霍营站550米"
2170,10,120656-B,2室1卫,3/6层,石景山区,金安桥,赵山,"地铁：距1号线,6号线苹果园站1200米"
1720,13,137945-A,3室1卫,2/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
6270,101,138613-A,2室1卫,3/6层,通州区,北运河西,运河明珠家园,地铁：距6号线北运河西站300米
1700,10,139785-A,4室1卫,9/18层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米
3210,12,142943-B,4室1卫,1/19层,朝阳区,望京东,宝星园,地铁：距15号线望京东站550米
1710,9,151822-B,2室1卫,4/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
4280,25,14070-D,5室1卫,12/14层,朝阳区,青年路,天鹅湾,地铁：距6号线青年路站400米
3250,15,11787-A,4室1卫,12/32层,朝阳区,四惠,东区国际公寓,"地铁：距1号线,八通线四惠站800米"
2000,12,21892-B,4室1卫,2/6层,朝阳区,管庄,朝阳旺角,地铁：距八通线管庄站1050米
2490,9,32031-A,3室1卫,6/21层,朝阳区,南楼梓庄,世纪东方嘉园北区,地铁：距7号线南楼梓庄站700米
1530,12,29550-D,5室1卫,2/8层,通州区,通州北关,珠江国际城八区,地铁：距6号线通州北关站2050米
2410,10,37922-B,4室2卫,18/26层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
1920,18,47765-B,2室1卫,5/6层,昌平区,昌平,鼓楼北街3号院,地铁：距昌平线昌平站800米
1300,13,40707-C,3室1卫,5/8层,房山区,星城,东亚朗悦居,地铁：距燕房线星城站50米
2110,19,54221-A,3室1卫,10/11层,通州区,万盛东,小稿村,地铁：距7号线万盛东站1200米
1500,9,54128-C,3室1卫,19/22层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2520,10,56981-A,3室1卫,2/19层,丰台区,分钟寺,四方景园四区,地铁：距10号线分钟寺站1150米
3060,17,62718-C,3室1卫,3/24层,朝阳区,潘家园,濠景阁,地铁：距10号线潘家园站1250米
2220,10,67523-C,3室1卫,19/31层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
2860,17,7912-C,3室1卫,1/6层,昌平区,霍营,华龙苑南里,"地铁：距8号线,13号线霍营站550米"
3390,40,136950-A,1室1卫,5/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米
1500,15,142363-A,3室1卫,5/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
1720,8,21880-B,4室1卫,7/10层,大兴区,清源路,兴华园,地铁：距4号线大兴线清源路站600米
2790,8,263-D,6室2卫,1/6层,朝阳区,惠新西街北口,惠新西街小区,地铁：距5号线惠新西街北口站350米
2430,16,25969-C,3室1卫,10/24层,通州区,通州北苑,通典铭居,地铁：距八通线通州北苑站450米
3250,17,43520-A,3室1卫,13/26层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
3240,10,27606-B,4室1卫,4/28层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
4110,20,4218-A,5室1卫,3/22层,朝阳区,九龙山,风度柏林,"地铁：距7号线,14号线东段九龙山站500米"
3010,13,47893-C,4室1卫,8/9层,朝阳区,四惠,壹线国际惠泽园,"地铁：距1号线,八通线四惠站550米"
2200,12,45212-B,3室1卫,1/8层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米
2470,8,56619-B,3室1卫,14/17层,丰台区,公益西桥,星河苑1号院,地铁：距4号线大兴线公益西桥站450米
2500,10,65312-B,3室1卫,14/22层,朝阳区,褡裢坡,福盈家园4号院,地铁：距6号线褡裢坡站550米
1820,13,121375-A,2室1卫,3/18层,通州区,通州北关,东潞苑,地铁：距6号线通州北关站2350米
2560,10,131146-A,2室1卫,2/6层,丰台区,丰台南路,韩庄子小区,地铁：距9号线丰台南路站550米
2300,9,1263-A,3室1卫,25/30层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
1740,12,145923-C,4室1卫,5/8层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
2470,9,13007-A,3室1卫,6/6层,朝阳区,北工大西门,武圣东里,地铁：距14号线东段北工大西门站700米
1730,12,47718-D,5室1卫,3/7层,昌平区,南邵,长滩壹号,地铁：距昌平线南邵站1550米
1820,11,63951-A,3室1卫,2/11层,通州区,万盛西,半壁店新村,地铁：距7号线万盛西站1650米
,,,,,,,,
2380,11,8476-A,3室1卫,9/28层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2510,10,8476-B,3室1卫,9/28层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
2380,12,138639-A,4室2卫,10/18层,朝阳区,褡裢坡,金福家园,地铁：距6号线褡裢坡站1000米
2260,12,20137-B,3室1卫,15/27层,朝阳区,管庄,东卫城,地铁：距八通线管庄站400米
2250,12,29878-A,3室1卫,18/21层,朝阳区,小红门,鸿博家园一期A区,地铁：距亦庄线小红门站900米
2980,11,33135-B,4室1卫,4/14层,朝阳区,青年路,青年汇佳园,地铁：距6号线青年路站250米
2310,10,56238-A,3室1卫,28/28层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
2680,11,57327-A,4室1卫,3/6层,海淀区,西二旗,龙兴园南区,"地铁：距13号线,昌平线西二旗站1700米"
2640,19,66575-B,3室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
3250,17,71170-A,2室1卫,4/27层,丰台区,蒲黄榆,芳群园一区,"地铁：距5号线,14号线东段蒲黄榆站250米"
,,,,,,,,
2790,13,132007-D,4室1卫,3/6层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米"
6730,58,18160-A,1室1卫,16/27层,朝阳区,青年路,国美第一城3号院,地铁：距6号线青年路站1200米
2440,9,20635-A,3室1卫,14/15层,朝阳区,十里堡,石佛营西里,地铁：距6号线十里堡站1150米
2240,15,21788-B,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1890,8,22564-D,4室1卫,2/16层,朝阳区,八里桥,长桥园公寓,地铁：距八通线八里桥站650米
2060,8,2187-C,4室1卫,10/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
2400,8,25391-C,4室1卫,3/22层,丰台区,石榴庄,慧时欣园,地铁：距10号线石榴庄站200米
2110,10,4171-C,3室1卫,12/28层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2190,13,48271-B,3室1卫,11/13层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
2270,13,51710-B,3室1卫,3/5层,朝阳区,孙河,康营小区A区,地铁：距15号线孙河站1650米
2170,10,58869-A,4室1卫,3/21层,朝阳区,小红门,鸿博家园一期C区,地铁：距亦庄线小红门站1400米
1830,11,62277-A,3室1卫,6/11层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
1600,19,75464-C,3室1卫,4/6层,顺义区,顺义,仓上小区,地铁：距15号线顺义站1900米
2300,14,981-B,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2050,9,123581-A,4室1卫,5/6层,顺义区,国展,莲竹花园,地铁：距15号线国展站350米
2120,13,19521-A,3室1卫,4/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
2460,10,2331-B,3室1卫,3/26层,朝阳区,高碑店,金隅汇星苑,地铁：距6号线青年路站1450米
1810,14,25741-D,5室2卫,6/6层,通州区,通州北关,永顺南里1号院,地铁：距6号线通州北关站850米
1480,12,31384-A,4室1卫,7/10层,房山区,良乡大学城,五矿铭品,地铁：距房山线良乡大学城站1250米
2720,18,3098-B,3室1卫,4/6层,朝阳区,欢乐谷景区,金蝉北里,地铁：距7号线欢乐谷景区站550米
1900,13,30505-B,3室1卫,32/37层,通州区,通运门,京贸国际城西区,地铁：距6号线通运门站2000米
2070,8,36889-D,4室1卫,17/18层,大兴区,亦庄桥,中信新城东区,地铁：距亦庄线荣京东街站2500米
1460,13,47826-B,6室2卫,5/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
2790,12,37-B,3室1卫,9/9层,朝阳区,四惠,通惠家园惠泽园,"地铁：距1号线,八通线四惠站350米"
2290,11,64226-B,5室1卫,3/6层,大兴区,亦庄桥,星岛假日,地铁：距亦庄线亦庄桥站200米
